지역번호,지점명,일자,시간,기온(C),풍속(m/s),습도(%)
7,울산,2020-08-16,2,27.3,2.2,86
8,강릉,2020-08-16,2,30.2,3.5,66
9,제주,2020-08-16,2,28.5,0.8,75
1,서울,2020-08-16,3,25.6,3.4,91
2,부산,2020-08-16,3,26,4.6,85
3,대구,2020-08-16,3,27.7,0.8,76
4,인천,2020-08-16,3,25,4.3,90
5,광주,2020-08-16,3,25.2,0.6,95
6,대전,2020-08-16,3,25.9,1.3,92
7,울산,2020-08-16,3,27.4,1.8,84
8,강릉,2020-08-16,3,29.5,3.3,68
9,제주,2020-08-16,3,28,0.2,80
1,서울,2020-08-16,4,25.5,2.7,91
2,부산,2020-08-16,4,25.8,5.8,85
3,대구,2020-08-16,4,27.2,0.9,79
4,인천,2020-08-16,4,24.9,4.5,88
5,광주,2020-08-16,4,25.1,0.6,97
6,대전,2020-08-16,4,25.6,1.6,92
7,울산,2020-08-16,4,26.8,2.3,86
8,강릉,2020-08-16,4,28.7,2.2,72
9,제주,2020-08-16,4,28.1,1.1,75
1,서울,2020-08-16,5,25.4,3.1,90
2,부산,2020-08-16,5,25.6,5.3,86
3,대구,2020-08-16,5,26.4,1.5,84
4,인천,2020-08-16,5,24.9,3.8,88
5,광주,2020-08-16,5,24.9,1.2,93
6,대전,2020-08-16,5,25.2,2,95
7,울산,2020-08-16,5,26.4,2,87
8,강릉,2020-08-16,5,28.1,3.9,75
9,제주,2020-08-16,5,27.8,1,76
1,서울,2020-08-16,6,25.3,2.7,89
2,부산,2020-08-16,6,25.5,3.1,85
3,대구,2020-08-16,6,26.1,1.3,86
4,인천,2020-08-16,6,24.8,4.1,87
5,광주,2020-08-16,6,25.2,0.6,93
6,대전,2020-08-16,6,25.1,1,94
7,울산,2020-08-16,6,26.1,1.6,85
8,강릉,2020-08-16,6,27.3,2.3,79
9,제주,2020-08-16,6,27.9,1.1,75
1,서울,2020-08-16,7,25.4,2.5,89
2,부산,2020-08-16,7,26,4.8,87
3,대구,2020-08-16,7,26.6,2,86
4,인천,2020-08-16,7,25.1,4.5,87
5,광주,2020-08-16,7,25.4,1.2,96
6,대전,2020-08-16,7,25.4,1.4,92
7,울산,2020-08-16,7,27.1,0.7,85
8,강릉,2020-08-16,7,28.2,2.5,67
9,제주,2020-08-16,7,28,1.3,76
1,서울,2020-08-16,8,25.8,3.3,89
2,부산,2020-08-16,8,27.4,4,79
3,대구,2020-08-16,8,27.3,1.4,79
4,인천,2020-08-16,8,25.5,5.3,85
5,광주,2020-08-16,8,26.9,1.3,95
6,대전,2020-08-16,8,26.2,2.2,87
7,울산,2020-08-16,8,29.6,0.9,70
8,강릉,2020-08-16,8,28.1,1.6,68
9,제주,2020-08-16,8,30.2,0.9,72
1,서울,2020-08-16,9,26,3.1,88
2,부산,2020-08-16,9,28.6,3.4,73
3,대구,2020-08-16,9,28.8,1.2,70
4,인천,2020-08-16,9,26,3.9,84
5,광주,2020-08-16,9,28,2.3,93
6,대전,2020-08-16,9,27.1,2,84
7,울산,2020-08-16,9,31,1.5,56
8,강릉,2020-08-16,9,28.2,1.5,64
9,제주,2020-08-16,9,30.4,2.9,71
1,서울,2020-08-16,10,26.5,1.7,88
2,부산,2020-08-16,10,29.4,5.8,65
3,대구,2020-08-16,10,30.1,1.5,60
4,인천,2020-08-16,10,26.8,4,78
5,광주,2020-08-16,10,29.1,3.2,89
6,대전,2020-08-16,10,28.8,2.6,79
7,울산,2020-08-16,10,32.3,1,53
8,강릉,2020-08-16,10,29.2,4.7,60
9,제주,2020-08-16,10,30.8,3.7,71
1,서울,2020-08-16,11,27.6,3.1,84
2,부산,2020-08-16,11,30.4,4.8,64
3,대구,2020-08-16,11,32,2.5,53
4,인천,2020-08-16,11,27.8,4.2,75
5,광주,2020-08-16,11,30.6,3,81
6,대전,2020-08-16,11,30,2.3,74
7,울산,2020-08-16,11,33,1.7,50
8,강릉,2020-08-16,11,29.9,4,59
9,제주,2020-08-16,11,31.5,3.3,68
1,서울,2020-08-16,12,29,3.6,77
2,부산,2020-08-16,12,30.9,5.4,67
3,대구,2020-08-16,12,32.8,1.9,47
4,인천,2020-08-16,12,28,3.7,74
5,광주,2020-08-16,12,30.6,2.8,75
6,대전,2020-08-16,12,31.1,1.8,69
7,울산,2020-08-16,12,33.7,2.1,50
8,강릉,2020-08-16,12,30.8,4.7,57
9,제주,2020-08-16,12,31.6,3.9,68
1,서울,2020-08-16,13,30.1,4,72
2,부산,2020-08-16,13,30.5,5.7,68
3,대구,2020-08-16,13,34.1,1.1,43
4,인천,2020-08-16,13,28.3,3.5,73
5,광주,2020-08-16,13,32.5,2.9,72
6,대전,2020-08-16,13,32,2.4,68
7,울산,2020-08-16,13,33.9,1.6,54
8,강릉,2020-08-16,13,32,3.1,55
9,제주,2020-08-16,13,32.5,3.3,65
1,서울,2020-08-16,14,30.5,4.3,70
2,부산,2020-08-16,14,31,4.8,71
3,대구,2020-08-16,14,35.4,2.3,42
4,인천,2020-08-16,14,27.9,4.2,75
5,광주,2020-08-16,14,31.5,3.8,75
6,대전,2020-08-16,14,32.7,2.7,66
7,울산,2020-08-16,14,32.9,1.6,59
8,강릉,2020-08-16,14,32.7,3.6,53
9,제주,2020-08-16,14,32.6,4.3,62
1,서울,2020-08-16,15,30.6,4.6,68
2,부산,2020-08-16,15,30.7,5.4,71
3,대구,2020-08-16,15,35.8,3.1,42
4,인천,2020-08-16,15,27.9,5.2,73
5,광주,2020-08-16,15,32.5,2.8,68
6,대전,2020-08-16,15,32.9,1.7,64
7,울산,2020-08-16,15,32.4,1.6,59
8,강릉,2020-08-16,15,32.8,2.8,53
9,제주,2020-08-16,15,31.9,4.4,66
1,서울,2020-08-16,16,30.3,2.9,68
2,부산,2020-08-16,16,30.9,4.3,69
3,대구,2020-08-16,16,35.1,2.7,44
4,인천,2020-08-16,16,27.5,4.5,80
5,광주,2020-08-16,16,32.6,3.6,68
6,대전,2020-08-16,16,32.6,2,63
7,울산,2020-08-16,16,32.4,0.9,60
8,강릉,2020-08-16,16,32.2,1.3,56
9,제주,2020-08-16,16,32.4,3.7,66
1,서울,2020-08-16,17,29.6,3.7,73
2,부산,2020-08-16,17,29.7,5.8,73
3,대구,2020-08-16,17,34.5,3,48
4,인천,2020-08-16,17,27,3.2,83
5,광주,2020-08-16,17,31.8,2.9,76
6,대전,2020-08-16,17,32.4,2,61
7,울산,2020-08-16,17,33.7,1.5,58
8,강릉,2020-08-16,17,31.9,1.4,63
9,제주,2020-08-16,17,31.6,3.7,68
1,서울,2020-08-16,18,28.7,2.8,77
2,부산,2020-08-16,18,29.5,4,75
3,대구,2020-08-16,18,33.4,2.8,53
4,인천,2020-08-16,18,26.6,3.2,86
5,광주,2020-08-16,18,30.1,3.2,82
6,대전,2020-08-16,18,32.2,1.6,61
7,울산,2020-08-16,18,33.3,1.3,61
8,강릉,2020-08-16,18,31.1,2.6,62
9,제주,2020-08-16,18,31,3,71
1,서울,2020-08-16,19,28,2.5,78
2,부산,2020-08-16,19,27.4,3.1,84
3,대구,2020-08-16,19,32.4,1,57
4,인천,2020-08-16,19,26.2,3,88
5,광주,2020-08-16,19,29.6,2.6,89
6,대전,2020-08-16,19,30.4,1.5,69
7,울산,2020-08-16,19,31.7,1.8,67
8,강릉,2020-08-16,19,30.7,3,62
9,제주,2020-08-16,19,30.6,2.9,72
1,서울,2020-08-16,20,27.6,2.9,81
2,부산,2020-08-16,20,27.2,3.8,84
3,대구,2020-08-16,20,31.4,0,58
4,인천,2020-08-16,20,25.9,2.6,90
5,광주,2020-08-16,20,28.8,2.3,87
6,대전,2020-08-16,20,29.1,1.5,75
7,울산,2020-08-16,20,29.3,0.5,79
8,강릉,2020-08-16,20,30.5,1.9,61
9,제주,2020-08-16,20,29.9,1.6,74
1,서울,2020-08-16,21,27.2,2.9,84
2,부산,2020-08-16,21,27.1,3.1,83
3,대구,2020-08-16,21,30.5,0.5,65
4,인천,2020-08-16,21,25.8,3.1,90
5,광주,2020-08-16,21,28,1.4,92
6,대전,2020-08-16,21,28.1,1.4,80
7,울산,2020-08-16,21,28.9,0.9,83
8,강릉,2020-08-16,21,30.5,2.5,61
9,제주,2020-08-16,21,29.8,1.7,76
1,서울,2020-08-16,22,27,3.2,86
2,부산,2020-08-16,22,27.1,2.8,83
3,대구,2020-08-16,22,29,0.6,71
4,인천,2020-08-16,22,25.6,2.6,90
5,광주,2020-08-16,22,27.7,1.3,97
6,대전,2020-08-16,22,27.4,1.3,87
7,울산,2020-08-16,22,28.6,1.6,85
8,강릉,2020-08-16,22,30.1,1.5,63
9,제주,2020-08-16,22,29.7,1.3,77
1,서울,2020-08-16,23,26.9,3.3,86
2,부산,2020-08-16,23,27.1,2.7,83
3,대구,2020-08-16,23,28.4,0.5,72
4,인천,2020-08-16,23,25.6,3,91
5,광주,2020-08-16,23,27.5,1.6,97
6,대전,2020-08-16,23,27.2,1.3,88
7,울산,2020-08-16,23,28.1,2.2,88
8,강릉,2020-08-16,23,30.1,3.3,62
9,제주,2020-08-16,23,29,1.5,72
1,서울,2020-08-17,0,26.8,2.5,87
2,부산,2020-08-17,0,26.9,3.3,85
3,대구,2020-08-17,0,27.8,1.1,73
4,인천,2020-08-17,0,25.6,3.1,90
5,광주,2020-08-17,0,27,1.8,99
6,대전,2020-08-17,0,26.9,1.7,91
7,울산,2020-08-17,0,27.4,1.5,92
8,강릉,2020-08-17,0,30,2.6,62
9,제주,2020-08-17,0,28.7,1.3,69
1,서울,2020-08-17,1,26.6,2.8,86
2,부산,2020-08-17,1,26.7,2.7,84
3,대구,2020-08-17,1,27.3,1.2,75
4,인천,2020-08-17,1,25.8,3,88
5,광주,2020-08-17,1,26.4,2.5,99
6,대전,2020-08-17,1,26.5,1,93
7,울산,2020-08-17,1,26.7,0.9,96
8,강릉,2020-08-17,1,29.6,4.3,61
9,제주,2020-08-17,1,28.5,1.1,71
1,서울,2020-08-17,2,26.5,3,87
2,부산,2020-08-17,2,26.6,2,86
3,대구,2020-08-17,2,26.8,0.3,79
4,인천,2020-08-17,2,25.8,2.4,89
5,광주,2020-08-17,2,26.2,2.3,99
6,대전,2020-08-17,2,26.3,0.8,94
7,울산,2020-08-17,2,26,0.4,97
8,강릉,2020-08-17,2,29.3,4.1,63
9,제주,2020-08-17,2,28,1.7,70
1,서울,2020-08-17,3,26.4,2.3,88
2,부산,2020-08-17,3,26.3,2.8,89
3,대구,2020-08-17,3,26.4,0.6,83
4,인천,2020-08-17,3,25.3,3.2,93
5,광주,2020-08-17,3,26.1,1.5,99
6,대전,2020-08-17,3,25.6,0.5,97
7,울산,2020-08-17,3,25.5,0,98
8,강릉,2020-08-17,3,29.1,3.6,62
9,제주,2020-08-17,3,27.5,1.3,72
1,서울,2020-08-17,4,26.3,1.7,88
2,부산,2020-08-17,4,26.3,1.8,89
3,대구,2020-08-17,4,26.4,0.6,86
4,인천,2020-08-17,4,25.1,2.6,94
5,광주,2020-08-17,4,25.6,1.4,99
6,대전,2020-08-17,4,25.3,0.4,97
7,울산,2020-08-17,4,25.4,0.5,98
8,강릉,2020-08-17,4,28.9,2.7,63
9,제주,2020-08-17,4,27.4,0.9,76
1,서울,2020-08-17,5,26.1,2.6,87
2,부산,2020-08-17,5,26.3,1.8,89
3,대구,2020-08-17,5,25.8,1.4,87
4,인천,2020-08-17,5,25,1.5,94
5,광주,2020-08-17,5,25.5,0.6,99
6,대전,2020-08-17,5,25.3,0.9,97
7,울산,2020-08-17,5,25.8,1.3,97
8,강릉,2020-08-17,5,28.8,3.8,62
9,제주,2020-08-17,5,27.3,1.2,76
1,서울,2020-08-17,6,26.1,2,86
2,부산,2020-08-17,6,26.3,2.5,89
3,대구,2020-08-17,6,25.6,0.6,87
4,인천,2020-08-17,6,25.1,1.8,92
5,광주,2020-08-17,6,25.3,0.6,99
6,대전,2020-08-17,6,25.1,0.4,97
7,울산,2020-08-17,6,25.5,1.5,98
8,강릉,2020-08-17,6,28.4,3.5,65
9,제주,2020-08-17,6,27.5,0.9,75
1,서울,2020-08-17,7,26.1,1.7,86
2,부산,2020-08-17,7,26.9,1.5,85
3,대구,2020-08-17,7,26.4,0,85
4,인천,2020-08-17,7,25.1,2.3,89
5,광주,2020-08-17,7,26,0.9,98
6,대전,2020-08-17,7,25.3,0.5,97
7,울산,2020-08-17,7,26.1,1.9,98
8,강릉,2020-08-17,7,28.8,4.6,65
9,제주,2020-08-17,7,27.6,1.5,76
1,서울,2020-08-17,8,26.4,1.9,86
2,부산,2020-08-17,8,27.6,3.3,82
3,대구,2020-08-17,8,28.5,1,76
4,인천,2020-08-17,8,25.5,2.1,87
5,광주,2020-08-17,8,26.7,0.2,96
6,대전,2020-08-17,8,26,0,97
7,울산,2020-08-17,8,27.9,1.8,87
8,강릉,2020-08-17,8,30.3,0.7,61
9,제주,2020-08-17,8,29.6,1.6,79
1,서울,2020-08-17,9,26.9,1.7,83
2,부산,2020-08-17,9,29,3.3,77
3,대구,2020-08-17,9,29.7,2.3,64
4,인천,2020-08-17,9,26.2,2.1,83
5,광주,2020-08-17,9,27.7,0.7,91
6,대전,2020-08-17,9,27.2,1.3,90
7,울산,2020-08-17,9,29.1,2.3,80
8,강릉,2020-08-17,9,30.8,3,60
9,제주,2020-08-17,9,29.8,3.1,78
1,서울,2020-08-17,10,27.7,1.4,80
2,부산,2020-08-17,10,30.6,2.5,71
3,대구,2020-08-17,10,30.5,4.1,56
4,인천,2020-08-17,10,26.5,3.1,79
5,광주,2020-08-17,10,29.1,0.9,81
6,대전,2020-08-17,10,28.3,1.5,80
7,울산,2020-08-17,10,29.9,3.2,74
8,강릉,2020-08-17,10,31.4,3.2,59
9,제주,2020-08-17,10,30.8,3.5,72
1,서울,2020-08-17,11,29.3,2.6,73
2,부산,2020-08-17,11,31.4,3.2,60
3,대구,2020-08-17,11,31.1,2.9,53
4,인천,2020-08-17,11,27.8,3.3,73
5,광주,2020-08-17,11,29.5,0.9,78
6,대전,2020-08-17,11,29.1,0.6,76
7,울산,2020-08-17,11,30.7,2.1,69
8,강릉,2020-08-17,11,32.1,3.3,57
9,제주,2020-08-17,11,31.3,2.8,69
1,서울,2020-08-17,12,30.1,2.5,69
2,부산,2020-08-17,12,32.5,2.3,61
3,대구,2020-08-17,12,32.3,3.3,51
4,인천,2020-08-17,12,28.4,3,68
5,광주,2020-08-17,12,30,0.6,74
6,대전,2020-08-17,12,30.2,0.5,69
7,울산,2020-08-17,12,31.6,2.2,63
8,강릉,2020-08-17,12,33.4,3.2,54
9,제주,2020-08-17,12,31.3,3.1,67
1,서울,2020-08-17,13,31.2,3.5,61
2,부산,2020-08-17,13,31.9,4.2,73
3,대구,2020-08-17,13,32.7,2.3,50
4,인천,2020-08-17,13,29.1,2.9,68
5,광주,2020-08-17,13,31.5,1.2,64
6,대전,2020-08-17,13,31.3,0.5,67
7,울산,2020-08-17,13,33.1,1.7,61
8,강릉,2020-08-17,13,34.3,2.3,54
9,제주,2020-08-17,13,30.8,3,71
1,서울,2020-08-17,14,31.4,2.6,62
2,부산,2020-08-17,14,31.1,3.9,71
3,대구,2020-08-17,14,33.2,3,48
4,인천,2020-08-17,14,29.1,2.9,63
5,광주,2020-08-17,14,32.1,1.6,59
6,대전,2020-08-17,14,31.3,0.7,64
7,울산,2020-08-17,14,33.7,1,56
8,강릉,2020-08-17,14,33.6,2.8,56
9,제주,2020-08-17,14,30.7,3.2,70
1,서울,2020-08-17,15,31.6,2.7,63
2,부산,2020-08-17,15,30.5,4.3,70
3,대구,2020-08-17,15,33.8,2.5,47
4,인천,2020-08-17,15,29.4,3,67
5,광주,2020-08-17,15,32.4,1.3,60
6,대전,2020-08-17,15,33,1.5,62
7,울산,2020-08-17,15,32.5,1.7,65
8,강릉,2020-08-17,15,33.2,2.3,54
9,제주,2020-08-17,15,31,2.9,72
1,서울,2020-08-17,16,32.1,2.6,63
2,부산,2020-08-17,16,30.6,4.1,69
3,대구,2020-08-17,16,33.9,2.3,47
4,인천,2020-08-17,16,29.3,2.4,63
5,광주,2020-08-17,16,32.9,1.2,57
6,대전,2020-08-17,16,33.1,1.3,61
7,울산,2020-08-17,16,31.4,1.7,69
8,강릉,2020-08-17,16,33.2,1.8,56
9,제주,2020-08-17,16,31.1,2.3,69
1,서울,2020-08-17,17,31.1,3.5,66
2,부산,2020-08-17,17,30.1,2.7,72
3,대구,2020-08-17,17,33.5,2.5,46
4,인천,2020-08-17,17,29,3.3,65
5,광주,2020-08-17,17,33.5,0.7,56
6,대전,2020-08-17,17,33.3,0.3,61
7,울산,2020-08-17,17,30,1.7,72
8,강릉,2020-08-17,17,33.5,1.8,57
9,제주,2020-08-17,17,30.9,3.1,71
1,서울,2020-08-17,18,30.5,3.7,70
2,부산,2020-08-17,18,29.7,1.8,70
3,대구,2020-08-17,18,33,2.5,47
4,인천,2020-08-17,18,28.9,2.4,67
5,광주,2020-08-17,18,31.8,0.9,68
6,대전,2020-08-17,18,32.4,1.1,65
7,울산,2020-08-17,18,30,1.1,70
8,강릉,2020-08-17,18,32.4,1.6,59
9,제주,2020-08-17,18,30.4,2.5,73
1,서울,2020-08-17,19,29.5,2.2,73
2,부산,2020-08-17,19,28.2,1.7,76
3,대구,2020-08-17,19,31.8,2.2,52
4,인천,2020-08-17,19,28,1.2,81
5,광주,2020-08-17,19,30.3,0.9,82
6,대전,2020-08-17,19,31,0.6,73
7,울산,2020-08-17,19,28.8,1.5,72
8,강릉,2020-08-17,19,31.1,2,64
9,제주,2020-08-17,19,30,2.3,77
1,서울,2020-08-17,20,28.1,2.8,78
2,부산,2020-08-17,20,27.2,1.5,83
3,대구,2020-08-17,20,30.2,2.1,64
4,인천,2020-08-17,20,26.8,2.1,86
5,광주,2020-08-17,20,29.4,1.2,88
6,대전,2020-08-17,20,29.5,0.4,80
7,울산,2020-08-17,20,28.1,1,77
8,강릉,2020-08-17,20,30.1,1.2,72
9,제주,2020-08-17,20,29.1,1.7,80
1,서울,2020-08-17,21,27.6,2.3,80
2,부산,2020-08-17,21,26.5,1.6,87
3,대구,2020-08-17,21,29.3,0.4,69
4,인천,2020-08-17,21,26,2.1,92
5,광주,2020-08-17,21,28.8,0.8,88
6,대전,2020-08-17,21,28.4,0.6,87
7,울산,2020-08-17,21,27,1.3,83
8,강릉,2020-08-17,21,28.8,0.8,78
9,제주,2020-08-17,21,29.3,1.7,80
1,서울,2020-08-17,22,27.1,1.2,81
2,부산,2020-08-17,22,26.1,1.7,92
3,대구,2020-08-17,22,28,0.4,74
4,인천,2020-08-17,22,25.8,1,87
5,광주,2020-08-17,22,27.7,0.3,94
6,대전,2020-08-17,22,27.9,0.7,89
7,울산,2020-08-17,22,26.5,1.2,85
8,강릉,2020-08-17,22,28.5,1.2,78
9,제주,2020-08-17,22,29.3,1.6,80
1,서울,2020-08-17,23,26.7,1,83
2,부산,2020-08-17,23,26.4,0,85
3,대구,2020-08-17,23,27.4,0.8,76
4,인천,2020-08-17,23,25.6,1.3,84
5,광주,2020-08-17,23,27.5,1.1,95
6,대전,2020-08-17,23,27.5,0.3,91
7,울산,2020-08-17,23,26.1,1,87
8,강릉,2020-08-17,23,27.8,1.7,78
9,제주,2020-08-17,23,28.7,1.3,71
1,서울,2020-08-18,0,26.2,0.9,84
2,부산,2020-08-18,0,26.3,0,81
3,대구,2020-08-18,0,26.7,1.4,84
4,인천,2020-08-18,0,25.4,1.5,90
5,광주,2020-08-18,0,26.7,1,97
6,대전,2020-08-18,0,26.8,0.3,94
7,울산,2020-08-18,0,25.2,0.6,92
8,강릉,2020-08-18,0,27.7,2,76
9,제주,2020-08-18,0,28.4,1.7,72
1,서울,2020-08-18,1,25.7,0.9,86
2,부산,2020-08-18,1,26.1,0,79
3,대구,2020-08-18,1,26.4,0.1,86
4,인천,2020-08-18,1,25.1,1.6,92
5,광주,2020-08-18,1,26.4,0.7,98
6,대전,2020-08-18,1,26.4,0.6,97
7,울산,2020-08-18,1,25.7,1.8,89
8,강릉,2020-08-18,1,27.4,2.1,76
9,제주,2020-08-18,1,27.8,1.9,73
1,서울,2020-08-18,2,25.4,0.6,88
2,부산,2020-08-18,2,26.3,0.6,71
3,대구,2020-08-18,2,26,0.8,83
4,인천,2020-08-18,2,24.9,1.5,93
5,광주,2020-08-18,2,26,0.9,99
6,대전,2020-08-18,2,26,0.4,97
7,울산,2020-08-18,2,25.3,0.7,96
8,강릉,2020-08-18,2,27.8,2.1,72
9,제주,2020-08-18,2,27.4,2.1,70
1,서울,2020-08-18,3,25,0.4,89
2,부산,2020-08-18,3,26.7,2.6,72
3,대구,2020-08-18,3,25.5,0.5,84
4,인천,2020-08-18,3,24.5,1.6,94
5,광주,2020-08-18,3,25.6,0.8,99
6,대전,2020-08-18,3,25.8,0.9,97
7,울산,2020-08-18,3,24.5,1.3,98
8,강릉,2020-08-18,3,27.4,1.5,73
9,제주,2020-08-18,3,27.5,2,75
1,서울,2020-08-18,4,24.8,0.6,90
2,부산,2020-08-18,4,26.5,0.8,79
3,대구,2020-08-18,4,25.3,0.4,87
4,인천,2020-08-18,4,24.1,2,95
5,광주,2020-08-18,4,25.6,0.4,99
6,대전,2020-08-18,4,25.9,0,97
7,울산,2020-08-18,4,24.6,1.5,97
8,강릉,2020-08-18,4,27.7,2.1,70
9,제주,2020-08-18,4,27.4,1.4,68
1,서울,2020-08-18,5,24.5,0.7,92
2,부산,2020-08-18,5,26.5,0.6,77
3,대구,2020-08-18,5,24.8,0,91
4,인천,2020-08-18,5,24.1,1.3,95
5,광주,2020-08-18,5,25.2,0.1,99
6,대전,2020-08-18,5,25.8,0.4,97
7,울산,2020-08-18,5,24.3,0.2,98
8,강릉,2020-08-18,5,27,1.7,73
9,제주,2020-08-18,5,26.9,1.4,66
1,서울,2020-08-18,6,24.1,1.3,91
2,부산,2020-08-18,6,26.5,0.3,78
3,대구,2020-08-18,6,25.2,0.4,87
4,인천,2020-08-18,6,24.2,0.7,95
5,광주,2020-08-18,6,25.1,0.3,99
6,대전,2020-08-18,6,25.7,0.5,97
7,울산,2020-08-18,6,24,0.1,98
8,강릉,2020-08-18,6,26.9,1.2,71
9,제주,2020-08-18,6,27,2,61
1,서울,2020-08-18,7,24.2,0.6,92
2,부산,2020-08-18,7,27.3,0,78
3,대구,2020-08-18,7,26.9,0.3,81
4,인천,2020-08-18,7,24.4,0.4,95
5,광주,2020-08-18,7,25.1,0.3,99
6,대전,2020-08-18,7,25.6,0.7,97
7,울산,2020-08-18,7,26,0.7,95
8,강릉,2020-08-18,7,26.9,2,71
9,제주,2020-08-18,7,27.6,1.6,61
1,서울,2020-08-18,8,25.4,0.9,89
2,부산,2020-08-18,8,29.5,1.1,72
3,대구,2020-08-18,8,27.9,1.1,74
4,인천,2020-08-18,8,24.6,1.5,94
5,광주,2020-08-18,8,26.2,0.4,99
6,대전,2020-08-18,8,26.6,0.8,93
7,울산,2020-08-18,8,28,1.6,85
8,강릉,2020-08-18,8,29.2,2.1,65
9,제주,2020-08-18,8,29.3,2,68
1,서울,2020-08-18,9,26.3,1.4,83
2,부산,2020-08-18,9,30.5,1.8,69
3,대구,2020-08-18,9,30.2,2.3,64
4,인천,2020-08-18,9,25,1.8,88
5,광주,2020-08-18,9,27.1,0.6,95
6,대전,2020-08-18,9,28.1,1,86
7,울산,2020-08-18,9,29.4,1.7,77
8,강릉,2020-08-18,9,31.1,3.1,57
9,제주,2020-08-18,9,29.9,2.4,70
1,서울,2020-08-18,10,27.1,1.3,80
2,부산,2020-08-18,10,30,2.3,73
3,대구,2020-08-18,10,31.5,2.5,58
4,인천,2020-08-18,10,25.6,2.7,82
5,광주,2020-08-18,10,29.2,1,81
6,대전,2020-08-18,10,29.5,1.4,77
7,울산,2020-08-18,10,31.2,1.3,71
8,강릉,2020-08-18,10,32.7,3.3,53
9,제주,2020-08-18,10,29.7,3.2,79
1,서울,2020-08-18,11,27.9,1.5,78
2,부산,2020-08-18,11,30.6,3.8,72
3,대구,2020-08-18,11,31.4,3.4,56
4,인천,2020-08-18,11,26.5,2.3,73
5,광주,2020-08-18,11,30.3,1.4,74
6,대전,2020-08-18,11,30.9,0.9,69
7,울산,2020-08-18,11,31.9,1.8,64
8,강릉,2020-08-18,11,33.9,3.1,47
9,제주,2020-08-18,11,,3.7,67
1,서울,2020-08-18,12,29,2.4,74
2,부산,2020-08-18,12,30.8,4.6,73
3,대구,2020-08-18,12,33,1.7,49
4,인천,2020-08-18,12,27.3,3.2,68
5,광주,2020-08-18,12,30.9,1.2,68
6,대전,2020-08-18,12,31.9,1.1,64
7,울산,2020-08-18,12,32.8,1.6,55
8,강릉,2020-08-18,12,34.3,1.9,52
9,제주,2020-08-18,12,30.6,3.5,62
1,서울,2020-08-18,13,30.1,2.4,71
2,부산,2020-08-18,13,31.6,2.5,71
3,대구,2020-08-18,13,33.9,2.6,47
4,인천,2020-08-18,13,28.1,2.3,64
5,광주,2020-08-18,13,32.1,1.3,63
6,대전,2020-08-18,13,32.1,1.5,62
7,울산,2020-08-18,13,33.9,1.3,53
8,강릉,2020-08-18,13,34.7,2.1,53
9,제주,2020-08-18,13,30.5,3.3,74
1,서울,2020-08-18,14,30.9,2.4,65
2,부산,2020-08-18,14,30.7,4.1,71
3,대구,2020-08-18,14,34.3,1.9,44
4,인천,2020-08-18,14,28.2,2.4,63
5,광주,2020-08-18,14,33.2,0.9,63
6,대전,2020-08-18,14,32.5,1.8,63
7,울산,2020-08-18,14,32.7,2.1,60
8,강릉,2020-08-18,14,35,2.5,51
9,제주,2020-08-18,14,29.9,2.8,75
1,서울,2020-08-18,15,31.3,1.9,62
2,부산,2020-08-18,15,30.4,4.4,73
3,대구,2020-08-18,15,34.9,1.8,40
4,인천,2020-08-18,15,28.9,1.9,59
5,광주,2020-08-18,15,33.2,1,57
6,대전,2020-08-18,15,33.2,1.6,59
7,울산,2020-08-18,15,32.4,1.8,60
8,강릉,2020-08-18,15,35.1,2.3,52
9,제주,2020-08-18,15,30.4,3.4,74
1,서울,2020-08-18,16,31.9,2.4,60
2,부산,2020-08-18,16,30.6,4.8,71
3,대구,2020-08-18,16,35.7,3.1,38
4,인천,2020-08-18,16,29.2,1.7,60
5,광주,2020-08-18,16,33.6,1.5,56
6,대전,2020-08-18,16,33.5,1.5,60
7,울산,2020-08-18,16,31.9,2.2,63
8,강릉,2020-08-18,16,35.2,2,54
9,제주,2020-08-18,16,30,2.8,75
1,서울,2020-08-18,17,31.7,2.7,60
2,부산,2020-08-18,17,30.5,4.6,67
3,대구,2020-08-18,17,35.2,2.3,40
4,인천,2020-08-18,17,29.2,2.2,56
5,광주,2020-08-18,17,33.3,1.1,59
6,대전,2020-08-18,17,32.8,1.9,65
7,울산,2020-08-18,17,31.3,1.7,64
8,강릉,2020-08-18,17,35.6,0.5,55
9,제주,2020-08-18,17,29.7,2.1,75
1,서울,2020-08-18,18,31,3.3,56
2,부산,2020-08-18,18,29.6,3.8,68
3,대구,2020-08-18,18,33.8,2.7,44
4,인천,2020-08-18,18,28.9,2.3,58
5,광주,2020-08-18,18,32.6,1.2,66
6,대전,2020-08-18,18,32.7,1.7,63
7,울산,2020-08-18,18,30,1.9,71
8,강릉,2020-08-18,18,34.8,1.8,54
9,제주,2020-08-18,18,30,1.7,71
1,서울,2020-08-18,19,29.7,2.5,64
2,부산,2020-08-18,19,28.6,3.8,72
3,대구,2020-08-18,19,32.5,2.5,51
4,인천,2020-08-18,19,28,1.8,71
5,광주,2020-08-18,19,30,1.6,80
6,대전,2020-08-18,19,31,1.1,68
7,울산,2020-08-18,19,28,1.2,82
8,강릉,2020-08-18,19,33,1.9,55
9,제주,2020-08-18,19,28.9,2.4,74
1,서울,2020-08-18,20,28.3,1.5,70
